SU_ID,FINALWT,SURV_MODE,SURV_LANG,q1,Q3,q4,Q5A,Q5B,Q5C,Q5D,Q6,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q12,Q13_A,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q13A,Q13B,Q13C,q13cc,Q13D11,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q15A,Q15B,Q15C,Q15D,Q15E,Q15F,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16H,Q16I,Q16J,Q16K,Q16L,Q16M,Q17,Q18,Q19,POLITICS,DEMO,REPUB,INDEP,QVOTE2016,empstatus,MARITAL,agegrp,education,p_education,raceth,hhincome,GENDER,STATE,CENSUS_REGION
3598,0.6283262849,(2) Web Interview,(1) English,(2) Somewhat approve,(1) Generally optimistic,(8) Social inequality,(3) Moderately,(3) Moderately,(3) Moderately,(3) Moderately,(4) Not functioning too well,(5) Not at all,(4) A little,(0) 0 - Certain will not vote,(4) Never,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(4) Not too well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(2) Very well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(2) Somewhat more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(4) Somewhat oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(10) Thai,(1) Personal car,(3) Independent,,,(3) Donít lean,(3) Someone else,(1) Employed,(5) Never married,(3) Age 23-29,(3) Some college,,"(1) White, non-Hispanic","(2) $10,000 to under $20,000",(2) Female,(NC) North Carolina,(3) South
3603,0.2228124797,(2) Web Interview,(1) English,(7) Strongly disapprove,(1) Generally optimistic,"(3) Health care: costs, etc.",(3) Moderately,(4) Slightly,(4) Slightly,(4) Slightly,(4) Not functioning too well,(2) A lot,(2) A lot,(3) 3,(2) Sometimes,(4) Never,(4) Never,(3) Rarely,(3) Rarely,(4) Somewhat worse job,(2) Very well,(4) Not too well,(4) Not too well,(5) Not well at all,(3) Somewhat well,(5) Not well at all,(3) Not affected the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(2) Somewhat more,(1) Much more,(2) Somewhat more,(1) Much more,(2) Somewhat more,(4) Somewhat less,(2) Somewhat more,(1) Much more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(4) Somewhat oppose,(2) Somewhat favor,(1) Strongly favor,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(3) Neither favor nor oppose,"(1) ""Delete your account""ù",(10) Thai,(1) Personal car,(1) Democrat,(1) Strong Democrat,,,(4) Did not vote,(2) Not employed,(5) Never married,(4) Age 30-34,(3) Some college,,"(1) White, non-Hispanic","(3) $20,000 to under $30,000",(2) Female,(SC) South Carolina,(3) South
3604,0.3447571669,(2) Web Interview,(1) English,(1) Strongly approve,(1) Generally optimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(3) Moderately,(4) Slightly,(3) Moderately,(3) Moderately,(4) Not functioning too well,(4) A little,(4) A little,(9) 9,(3) Rarely,(3) Rarely,(3) Rarely,(3) Rarely,(3) Rarely,(3) About what you expected,(4) Not too well,(2) Very well,(3) Somewhat well,(2) Very well,(2) Very well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat more,(3) About the same,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat more,(3) About the same,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(3) ""Keep doing what youíre doing""ù",(9) Mexican,(1) Personal car,(2) Republican,,(2) Moderate Republican,,(1) Donald Trump,(1) Employed,(1) Married/Living with partner,(4) Age 30-34,(3) Some college,,"(1) White, non-Hispanic","(8) $100,000 to under $150,000",(2) Female,(AZ) Arizona,(4) West
3607,3.4894928103,(2) Web Interview,(1) English,(6) Somewhat disapprove,(1) Generally optimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(2) Very,(2) Very,(3) Moderately,(1) Extremely,(3) Functioning moderately well,(2) A lot,(5) Not at all,(3) 3,(1) Often,(3) Rarely,(3) Rarely,(1) Often,(3) Rarely,(4) Somewhat worse job,(4) Not too well,(3) Somewhat well,(3) Somewhat well,(4) Not too well,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(1) Much more,(2) Somewhat more,(3) About the same,(4) Somewhat less,(2) Somewhat more,(2) Somewhat more,(1) Much more,(2) Somewhat more,(3) About the same,(2) Somewhat more,(5) Much less,(3) About the same,(3) Neither favor nor oppose,(4) Somewhat oppose,(1) Strongly favor,(4) Somewhat oppose,(1) Strongly favor,(2) Somewhat favor,(1) Strongly favor,(4) Somewhat oppose,(1) Strongly favor,(3) Neither favor nor oppose,(1) Strongly favor,(5) Strongly oppose,(4) Somewhat oppose,"(2) ""Take it down a notch""ù",(1) American,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(4) Did not vote,(2) Not employed,(1) Married/Living with partner,(2) Age 18-22,(2) High school graduate,,"(1) White, non-Hispanic","(3) $20,000 to under $30,000",(2) Female,(KY) Kentucky,(3) South
3609,2.6250176281,(2) Web Interview,(1) English,(1) Strongly approve,(2) Generally pessimistic,"(12) Terrorism, homeland security, national security",(1) Extremely,(1) Extremely,(5) Not at all,(4) Slightly,(4) Not functioning too well,(5) Not at all,(5) Not at all,(5) 5,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Somewhat better job,(3) Somewhat well,(3) Somewhat well,(1) Extremely well,(1) Extremely well,(3) Somewhat well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(2) Somewhat more,(2) Somewhat more,(4) Somewhat less,(3) About the same,(2) Somewhat more,(2) Somewhat more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(5) Much less,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(4) Somewhat oppose,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(4) Somewhat oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,"(2) ""Take it down a notch""ù",(9) Mexican,"(3) Ride share (Uber, Lyft, etc.)",(2) Republican,,(1) Strong Republican,,(1) Donald Trump,(2) Not employed,(5) Never married,(2) Age 18-22,(2) High school graduate,,"(1) White, non-Hispanic","(3) $20,000 to under $30,000",(1) Male,(AL) Alabama,(3) South
3610,0.1064320519,(2) Web Interview,(1) English,(6) Somewhat disapprove,(1) Generally optimistic,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(5) Not at all,(5) Not at all,(2) Very,(1) Extremely,(3) Functioning moderately well,(3) A moderate amount,(3) A moderate amount,(10) 10 - Certain will vote,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Sometimes,(3) About what you expected,(3) Somewhat well,(2) Very well,(4) Not too well,(4) Not too well,(4) Not too well,(4) Not too well,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(2) Somewhat more,(2) Somewhat more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(1) ""Delete your account""ù",(6) Italian,(5) Bus,(4) None of these,,,(3) Donít lean,,,,(1) Age 15-17,,(3) Some college,(3) Hispanic,"(4) $30,000 to under $40,000",(2) Female,(FL) Florida,(3) South
3611,1.4631228157,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(3) Moderately,(3) Moderately,(3) Moderately,(3) Moderately,(3) Functioning moderately well,(3) A moderate amount,(2) A lot,(1) 1,(2) Sometimes,(2) Sometimes,(4) Never,(4) Never,(4) Never,(3) About what you expected,(3) Somewhat well,(2) Very well,(3) Somewhat well,(4) Not too well,(3) Somewhat well,(4) Not too well,(3) Not affected the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(3) About the same,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) Neither favor nor oppose,(1) Strongly favor,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(1) Strongly favor,(2) Somewhat favor,(3) Neither favor nor oppose,(1) Strongly favor,(3) Neither favor nor oppose,(1) Strongly favor,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(2) Chinese,(1) Personal car,(4) None of these,,,(1) Lean Democrat,(4) Did not vote,(1) Employed,(5) Never married,(2) Age 18-22,(2) High school graduate,,(4) Other,"(4) $30,000 to under $40,000",(1) Male,(MO) Missouri,(2) Midwest
3615,1.0743454294,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,(9) War or threat of nuclear war,(2) Very,(3) Moderately,(4) Slightly,(4) Slightly,(4) Not functioning too well,(4) A little,(3) A moderate amount,(3) 3,(2) Sometimes,(3) Rarely,(3) Rarely,(4) Never,(4) Never,(3) About what you expected,(2) Very well,(4) Not too well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(3) Not affected the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(3) About the same,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat favor,(1) Strongly favor,(5) Strongly oppose,(4) Somewhat oppose,(2) Somewhat favor,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(1) Strongly favor,(3) Neither favor nor oppose,"(1) ""Delete your account""ù",(9) Mexican,(1) Personal car,(1) Democrat,(1) Strong Democrat,,,(4) Did not vote,(1) Employed,(5) Never married,(4) Age 30-34,"(4) College graduate [Associates/community college, BA, or BS]",,"(1) White, non-Hispanic","(6) $50,000 to under $75,000",(2) Female,(CA) California,(4) West
3620,1.1310005882,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(1) The economy: jobs, debt, poverty, cost of living, etc.",(3) Moderately,(3) Moderately,(5) Not at all,(5) Not at all,(5) Not functioning well at all,(4) A little,(2) A lot,(10) 10 - Certain will vote,(1) Often,(1) Often,(1) Often,(4) Never,(4) Never,(5) Much worse job,(2) Very well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(3) Somewhat well,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(1) Much more,(1) Much more,(3) About the same,(2) Somewhat more,(3) About the same,(1) Much more,(1) Much more,(3) About the same,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(1) Strongly favor,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(9) Mexican,(1) Personal car,(3) Independent,,,(1) Lean Democrat,(3) Someone else,(2) Not employed,(5) Never married,(4) Age 30-34,(2) High school graduate,,(3) Hispanic,"(3) $20,000 to under $30,000",(1) Male,(KS) Kansas,(2) Midwest
3623,4.0507595076,(2) Web Interview,(1) English,(2) Somewhat approve,(1) Generally optimistic,"(1) The economy: jobs, debt, poverty, cost of living, etc.",(3) Moderately,(2) Very,(4) Slightly,(4) Slightly,(4) Not functioning too well,(4) A little,(2) A lot,(6) 6,(1) Often,(2) Sometimes,(4) Never,(2) Sometimes,(3) Rarely,(4) Somewhat worse job,(3) Somewhat well,(4) Not too well,(3) Somewhat well,(4) Not too well,(3) Somewhat well,(3) Somewhat well,(1) Helped the US economy,(2) Mentally unfit to be president,(1) Generally honest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(4) Somewhat less,(4) Somewhat less,(3) About the same,(5) Much less,(4) Somewhat less,(4) Somewhat less,(3) About the same,(3) About the same,(4) Somewhat less,(3) About the same,(4) Somewhat less,(3) About the same,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(5) Strongly oppose,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(8) Mediterranean,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(2) Hillary Clinton,(2) Not employed,(5) Never married,(4) Age 30-34,(1) Less than high school graduate,,"(1) White, non-Hispanic","(3) $20,000 to under $30,000",(1) Male,(PA) Pennsylvania,(1) Northeast
3625,0.5993120393,(2) Web Interview,(1) English,(7) Strongly disapprove,(1) Generally optimistic,"(10) Foreign policy: international relations, mentions of specific countries, etc.",(3) Moderately,(2) Very,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(4) A little,(4) A little,(8) 8,(3) Rarely,(4) Never,(4) Never,(3) Rarely,(4) Never,(4) Somewhat worse job,(3) Somewhat well,(2) Very well,(5) Not well at all,(5) Not well at all,(4) Not too well,(5) Not well at all,(3) Not affected the US economy,(1) Mentally fit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(1) Much more,(2) Somewhat more,(3) About the same,(1) Much more,(2) Somewhat more,(3) About the same,(4) Somewhat less,(2) Somewhat more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(4) Somewhat less,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(4) Somewhat oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(1) Strongly favor,(4) Somewhat oppose,"(1) ""Delete your account""ù",(9) Mexican,(2) Carpool,(1) Democrat,(2) Moderate Democrat,,,(2) Hillary Clinton,(1) Employed,(1) Married/Living with partner,(4) Age 30-34,"(4) College graduate [Associates/community college, BA, or BS]",,"(1) White, non-Hispanic","(9) $150,000 or more",(1) Male,(TX) Texas,(3) South
3628,0.9611880323,(2) Web Interview,(1) English,(1) Strongly approve,(1) Generally optimistic,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(3) Moderately,(3) Moderately,(3) Moderately,(3) Moderately,(3) Functioning moderately well,(3) A moderate amount,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(7) 7,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Sometimes,(2) Sometimes,(3) About what you expected,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(3) About the same,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(2) Chinese,(1) Personal car,(2) Republican,,(1) Strong Republican,,(1) Donald Trump,(1) Employed,(1) Married/Living with partner,(4) Age 30-34,(3) Some college,,"(1) White, non-Hispanic","(5) $40,000 to under $50,000",(2) Female,(AL) Alabama,(3) South
3631,0.6525617577,(2) Web Interview,(1) English,(7) Strongly disapprove,(1) Generally optimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(3) Moderately,(4) Slightly,(5) Not at all,(5) Not at all,(5) Not functioning well at all,(4) A little,(4) A little,(8) 8,(3) Rarely,(4) Never,(4) Never,(4) Never,(4) Never,(4) Somewhat worse job,(3) Somewhat well,(4) Not too well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(1) Much more,(4) Somewhat less,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(4) Somewhat less,(3) About the same,(1) Much more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(1) Strongly favor,(4) Somewhat oppose,"(1) ""Delete your account""ù",(10) Thai,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(2) Hillary Clinton,(2) Not employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,(3) Hispanic,"(4) $30,000 to under $40,000",(1) Male,(NC) North Carolina,(3) South
3633,0.5783607698,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(4) Crime, safety, violence, in general",(2) Very,(2) Very,(5) Not at all,(4) Slightly,(4) Not functioning too well,(4) A little,(3) A moderate amount,(5) 5,(3) Rarely,(4) Never,(4) Never,(4) Never,(4) Never,(4) Somewhat worse job,(3) Somewhat well,(4) Not too well,(5) Not well at all,(5) Not well at all,(2) Very well,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(1) Generally honest,(1) Done something illegal,(1) Is a racist,(4) Somewhat less,(3) About the same,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(1) Much more,(2) Somewhat more,(1) Much more,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(1) Strongly favor,(4) Somewhat oppose,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(9) Mexican,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(1) Donald Trump,(2) Not employed,(1) Married/Living with partner,(4) Age 30-34,(3) Some college,,(3) Hispanic,"(3) $20,000 to under $30,000",(2) Female,(NM) New Mexico,(4) West
3638,1.0630935158,(2) Web Interview,(1) English,(6) Somewhat disapprove,(2) Generally pessimistic,"(12) Terrorism, homeland security, national security",(3) Moderately,(4) Slightly,(4) Slightly,(5) Not at all,(4) Not functioning too well,(4) A little,(5) Not at all,(0) 0 - Certain will not vote,(4) Never,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(1) Extremely well,(1) Extremely well,(5) Not well at all,(5) Not well at all,(2) Very well,(5) Not well at all,(3) Not affected the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(1) Much more,(3) About the same,(1) Much more,(2) Somewhat more,(1) Much more,(4) Somewhat less,(3) About the same,(5) Much less,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,"(1) ""Delete your account""ù",(9) Mexican,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(4) Did not vote,(2) Not employed,(1) Married/Living with partner,(3) Age 23-29,(2) High school graduate,,"(1) White, non-Hispanic","(3) $20,000 to under $30,000",(2) Female,(MO) Missouri,(2) Midwest
3642,0.4052118423,(2) Web Interview,(1) English,(7) Strongly disapprove,(1) Generally optimistic,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(5) Not at all,(5) Not at all,(5) Not at all,(5) Not at all,(5) Not functioning well at all,(4) A little,(3) A moderate amount,(0) 0 - Certain will not vote,(4) Never,(4) Never,(4) Never,(4) Never,(4) Never,(1) Much better job,(1) Extremely well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(2) Very well,(3) Somewhat well,(3) Not affected the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(3) Not done anything wrong,(1) Is a racist,(5) Much less,(5) Much less,(5) Much less,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat more,(1) Much more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(2) Chinese,(1) Personal car,(4) None of these,,,(3) Donít lean,(4) Did not vote,(1) Employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,"(1) White, non-Hispanic","(3) $20,000 to under $30,000",(2) Female,(MN) Minnesota,(2) Midwest
3645,0.4481920321,(2) Web Interview,(1) English,(4) Do not lean either way,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(14) Other issues,(5) Not at all,(5) Not at all,(5) Not at all,(5) Not at all,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(0) 0 - Certain will not vote,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(1) Much more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(1) Much more,(1) Much more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(2) Chinese,(1) Personal car,(4) None of these,,,(3) Donít lean,(4) Did not vote,(2) Not employed,(5) Never married,(3) Age 23-29,(2) High school graduate,,(3) Hispanic,"(6) $50,000 to under $75,000",(1) Male,(CA) California,(4) West
3647,1.8801936478,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(1) Extremely,(1) Extremely,(5) Not at all,(5) Not at all,(5) Not functioning well at all,(5) Not at all,(3) A moderate amount,(6) 6,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(5) Not well at all,(2) Very well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(3) About the same,(5) Much less,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,"(1) ""Delete your account""ù",(6) Italian,(1) Personal car,(4) None of these,,,(1) Lean Democrat,(2) Hillary Clinton,(2) Not employed,(5) Never married,(3) Age 23-29,(3) Some college,,"(1) White, non-Hispanic","(1) Under $10,000",(2) Female,(MA) Massachusetts,(1) Northeast
